EXTraS_Ape_v0.OBS_ID,EXTraS_Ape_v0.XMM_RA,EXTraS_Ape_v0.XMM_DEC,EXTraS_Ape_v0.XMM_EP_8_FLUX,EXTraS_Ape_v0.XMM_EP_8_FLUX_ERR,main_id,ra,dec,otype,main_type,other_types,plx,plx_err,B,V,R,J,H,K,u,g,r,i,z,distance_pc,distance_ly,distance_cm,XLuminosity,VisibleLuminosity
670900501,252.576,27.1715,2.552389994237708e-13,1.5384400228897997e-14,BD+27  2699,252.5754345155,27.1713681593,EB*,EclBin,V*|NIR|*|EB*,3.1619,0.0144,10.41,10.08,,9.234,9.077,9.03,,,,,,316.2655365444828,1031.5190233720232,9.758934754419813e+20,3.054651899947524e+30,2.7141927578782206e+34
671010201,81.6117,-67.8245,3.2019000759152614e-14,1.4575199161199863e-14,HD  36479,81.6109937009,-67.8242806188,*,Star,NIR|*|MIR,6.5482,0.0215,10.11,9.69,,8.786,8.546,8.499,,,,,,152.7137228551358,498.08496991539664,4.7122531077242605e+20,8.934594723138525e+28,9.104808070199612e+33
671010401,83.9104,-67.8694,1.463740017864854e-13,5.7301101255395614e-15,HD  37797,83.9080844633,-67.8691825551,*,Star,NIR|*|MIR,7.1089,0.0136,9.84,9.39,,8.506,8.331,8.294,,,,,,140.66873918609068,458.79953297978585,4.3405837471338745e+20,3.465533410976204e+29,1.005568816431718e+34
671010401,83.4642,-67.9383,7.961890153250496e-14,6.4178098226682235e-15,HD  37552,83.4633827371,-67.9393210898,*,Star,NIR|*|MIR,8.3333,0.0151,9.28,8.85,,7.936,7.791,7.679,,,,,,120.00048000192,391.3887655550622,3.702827907311629e+20,1.3718072760490033e+29,1.2130930472231384e+34
672960101,344.017,62.7109,6.738719689680303e-14,1.8948199874912162e-14,2MASS J22560428+6242388,344.0178347443,62.7108194651,Or*,OrionV*,Or*|X|Y*O|NIR|*,1.125,0.0364,,16.37,,12.537,11.641,11.391,,17.229,15.636,14.671,,888.8888888888889,2899.164444444444,2.742824515555556e+21,6.370643468307034e+30,3.3505094004145904e+33
672960101,344.065,62.7141,4.1902899471655056e-14,1.1002299840233343e-14,2MASS J22561518+6242475,344.0631975302,62.7132127439,Or*,OrionV*,Or*|X|Y*O|NIR|*,1.2439,0.0576,,18.25,,13.92,12.94,12.75,,19.092,17.337,16.229,,803.9231449473431,2622.0435726344563,2.4806476244071067e+21,3.2402915886175434e+30,7.540700370350175e+32
672960101,344.001,62.7509,2.267910048669476e-14,8.182560193108722e-15,2MASS J22560030+6245029,344.0012410141,62.7508224417,Or*,OrionV*,Or*|X|Y*O|NIR|*,1.2182,0.0312,,17.02,,13.049,12.138,11.879,,17.943,16.346,15.315,,820.8832703989493,2677.360039402397,2.532981103267116e+21,1.828519469824065e+30,1.7610919636308195e+33
672960101,343.989,62.7838,2.7479500473064425e-14,6.662700176730124e-15,2MASS J22555744+6247022,343.9893307956,62.7839363672,Y*O,YSO,X|Y*O|NIR|*,1.1814,0.048,,18.29,,13.726,12.692,12.353,,,,,,846.4533604198409,2760.7584222109363,2.6118821567631626e+21,2.3557318557079773e+30,1.007242034603476e+33
672960101,344.062,62.7902,2.8622700184392086e-14,1.1389299876471416e-14,2MASS J22561473+6247246,344.061415137,62.7901717733,Or*,OrionV*,Or*|X|Y*O|NIR|*,1.3881,0.3301,,16.67,,12.686,11.759,11.317,,18.105,16.48,15.425,,720.4091924212953,2349.6578056336,2.222950493480297e+21,1.7773790100925396e+30,1.90441132542806e+33
672960101,343.961,62.931,4.652270017520884e-15,2.2816799668314578e-15,2MASS J22555027+6255522,343.9592239782,62.9311427145,Y*O,YSO,X|Y*O|NIR|*,0.3516,0.0443,,17.91,,13.14,12.32,12.02,,,,,,2844.141069397042,9276.336746302615,8.776102332195676e+21,4.5027531058759366e+30,1.765630739974707e+34
672960101,344.181,62.7898,1.2323000387855828e-14,6.9145700822774e-15,2MASS J22564355+6247239,344.1814697463,62.7899805051,Or*,OrionV*,Or*|X|Y*O|NIR|*,1.2485,0.0865,,19.75,,14.53,13.582,13.19,,20.584,18.784,17.296,,800.9611533840609,2612.3828594313177,2.471507873448138e+21,9.459111021807416e+29,4.073859631784018e+32
672960101,343.529,62.8947,1.1187100406467605e-14,7.0159501851848466e-15,2MASS J22540723+6253419,343.5301518824,62.8950041379,TT*,TTauri*,NIR|*|TT*,1.89,0.0564,,16.939,,13.485,12.67,12.464,,17.857,16.223,15.331,,529.1005291005291,1725.6931216931216,1.6326336402116402e+21,3.7471828150416015e+29,5.060518771231339e+32
672960101,344.027,62.7466,2.525699952188408e-14,1.1311100100715003e-14,2MASS J22560659+6244469,344.0274548183,62.7463724915,Or*,OrionV*,Or*|X|Y*O|NIR|*|Em*,1.2271,0.0396,,17.75,,13.325,12.392,12.132,,18.682,16.907,15.433,,814.9295085975062,2657.941488061282,2.514609713959742e+21,2.006932647521117e+30,1.3004480089616878e+33
672960101,343.824,62.762,1.5483299795819413e-14,8.433020212315293e-15,2MASS J22551771+6245409,343.8238147507,62.7613381245,Y*O,YSO,Y*O|NIR|*,1.2194,0.2294,,21.87,,15.557,14.731,14.314,,,,,,820.0754469411186,2674.725274725274,2.530488420534689e+21,1.2458968723195248e+30,1.54482457274477e+32
672960101,343.921,62.7967,8.579080032640983e-15,4.948980153229908e-15,2MASS J22554095+6247439,343.9205818207,62.7955138333,Y*O,YSO,Y*O|NIR|*,1.9226,0.1165,,20.09,,15.068,14.373,14.018,,,,,,520.1289919900134,1696.4319151149482,1.604950369291584e+21,2.7769866848528342e+29,9.485224018375296e+31
672960101,343.796,62.8196,7.580579806725721e-15,4.459309982905724e-15,BHJ 27-058,343.7964189897,62.8195483663,*,Star,NIR|*,1.104,0.0933,,19.56,,14.88,13.96,13.6,,,,,,905.7971014492751,2954.311594202898,2.794997807971014e+21,7.44175266265963e+29,3.785959996039112e+32
672970101,213.756,-61.7065,7.189120175901675e-13,5.703389962998656e-14,HD 124314,213.7566922975,-61.7067730725,**,**,X|SB*|NIR|*|IR|MIR|**|Em*,0.32,0.87,8.96,6.64,6.45,6.176,6.118,6.086,,,,7.36,,3125.0,10192.375,9.6427424375e+21,8.400144190603924e+32,2.859515622250205e+37
672970101,213.756,-61.7065,7.189120175901675e-13,5.703389962998656e-14,HD 124314A,213.7566910944,-61.7067760674,*,Star,*|**,0.6074,0.0341,6.99,6.86,,,,,,,,,,1646.3615409944025,5369.706947645703,5.080140895620678e+21,2.3315091403093653e+32,3.959729764862943e+36
672970101,213.756,-61.7065,7.189120175901675e-13,5.703389962998656e-14,HD 124314B,213.7573101257,-61.707491079,**,**,*|**,1.4927,0.1565,8.75,8.65,,,,,,,,,,669.9269779594025,2185.0070342332688,2.0671786561264825e+21,3.8604828894776896e+31,1.2856311005747863e+35
672970101,213.18,-62.0011,1.3494199789694517e-13,1.5195599973086803e-14,TYC 9009-18-1,213.1799983286,-62.0011249355,*,Star,NIR|*,3.516,0.0668,12.94,12.54,,10.615,10.259,10.192,,,,,,284.4141069397042,927.6336746302616,8.776102332195677e+20,1.3060516647899976e+30,3.188893635567453e+33
672970101,213.51,-61.6921,2.452030006989958e-13,2.9843599922037285e-14,WRAY 15-1184,213.5103943248,-61.6919684308,Em*,EmLine*,NIR|*|Em*,0.3293,0.016,12.12,11.22,,9.177,8.782,8.441,,,,,,3036.7446097783177,9904.52474946857,9.370414758578804e+21,2.70553572699536e+32,1.258423893874522e+36
672970101,213.236,-61.7597,1.814890062236743e-14,9.863399668145948e-15,TYC 9005-67-1,213.2367766507,-61.7593290084,*,Star,*,0.574,0.0116,12.3,12.72,,,,,,,,,,1742.1602787456447,5682.160278745645,5.375744912891986e+21,6.59079026937941e+30,2.9365925331940377e+34
672990201,318.031,-30.5894,5.825410141248323e-14,5.572479835154378e-15,HD 201695A,318.0307954827,-30.5893160579,*,Star,*|**,9.9292,0.0344,7.74,7.32,,,,,,,,,,100.71304838254844,328.4816500825847,3.1076799540748504e+20,7.069829567034699e+28,8.106463371324174e+33
672990201,318.031,-30.5894,5.825410141248323e-14,5.572479835154378e-15,HD 201695B,318.0302907524,-30.5896544833,*,Star,*|**,10.0867,0.0453,9.95,9.27,,,,,,,,,,99.1404522787433,323.352533534258,3.059154708675781e+20,6.850767885647056e+28,1.1253711122036393e+33
672990201,318.372,-30.7123,1.2994700056127331e-14,6.392060021071693e-15,CD-31 18136,318.3717195898,-30.7127005856,*,Star,NIR|*,1.3075,0.022,11.276,10.071,,7.93,7.302,7.154,,10.715,9.639,9.54,,764.8183556405353,2494.500956022944,2.3599828527724665e+21,9.094813934834315e+29,2.4634366557821743e+35
672990401,246.101,-0.19743,1.1085099851926294e-13,5.6194598399474805e-14,HD 147871,246.1018328051,-0.1966876845,*,Star,NIR|*|IR,1.9141,0.0311,10.18,8.54,,5.525,4.8,4.466,,,,,,522.4387440572593,1703.9653100673945,1.6120775194608434e+21,3.620106248054314e+30,8.121553997222488e+35
672990401,246.106,-0.420323,2.317029997500521e-14,2.744829916741936e-14,[VV2006] J162425.5-002516,246.1062517635,-0.4211023774,QSO,QSO,X|Opt|*|QSO,0.5587,1.178,22.35,21.12,,,,,23.75,21.867,20.222,20.16,19.989,1789.8693395382138,5837.766243064256,5.522959692142474e+21,8.88147847846238e+30,1.342067244701307e+31
672990401,246.199,-0.280404,1.1948100217269286e-14,8.450950205742772e-15,FASTT  771,246.1993438062,-0.2809974918,EB*,EclBin,V*|Opt|NIR|*|EB*|EB?,1.5063,0.0417,,15.32,,13.862,13.25,13.15,18.72,16.432,15.396,14.949,14.69,663.8783774812455,2165.279160857731,2.048514625240656e+21,6.3006718087399686e+29,9.813678124619852e+32
673002331,353.316,-0.0816297,6.710209915928439e-14,8.966899996771995e-15,2SLAQ J233315.89-000452.8,353.3162364972,-0.081367865,Sy1,Seyfert1,X|Opt|G|*|QSO|Sy1,1.1385,0.8107,20.022,19.85,20.189,19.818,19.361,19.083,20.252,19.882,19.838,19.86,19.698,878.3487044356609,2864.787000439174,2.7103009046991654e+21,6.194139622456972e+30,1.0205278355709874e+31
673002331,353.118,0.00911881,1.20952998051288e-13,2.847230101427761e-14,[VV2006] J233228.2+000033,353.1175614823,0.0091228061,QSO,QSO,X|Opt|G|*|QSO,0.305,0.2209,19.14,18.84,18.28,18.51,18.422,18.542,19.065,18.731,18.59,18.399,18.451,3278.688524590164,10693.639344262294,1.0116975672131148e+22,1.5557073838363191e+32,7.525836961222901e+32
673002331,353.127,0.0271058,1.0723800319967225e-13,3.275159955523285e-14,SDSS J233230.41+000137.6,353.1267552024,0.0271282559,QSO,QSO,X|AGN|Opt|G|*|QSO,2.3778,1.3583,20.263,20.26,20.271,19.787,19.478,18.982,20.826,20.268,20.214,20.178,19.877,420.5568172260072,1371.671292791656,1.297702742030448e+21,2.2693894277718365e+30,1.5323757440540917e+30
673002332,353.322,-0.384286,7.149140220791272e-13,4.9905998794229015e-14,SDSS J233317.38-002303.4,353.3224417371,-0.3843166756,QSO,QSO,AGN|Opt|*|QSO,0.6678,1.3693,21.43,20.82,,,,,22.817,21.819,20.86,20.071,19.833,1497.454327643007,4884.037136867326,4.6206612458820007e+21,1.918103067445711e+32,-6.8903237061471e+29
673002333,353.455,-0.565754,4.1215799897369523e-14,4.9129198430829246e-14,[VV2006] J233349.3-003355,353.455176997,-0.565454809,QSO,QSO,Opt|*|QSO,0.2566,0.2638,19.42,19.13,,18.398,18.404,18.245,18.935,18.921,18.789,18.604,18.409,3897.116134060795,12710.678098207323,1.2025243881527669e+22,7.489647580932674e+31,1.048674995555044e+33
673002334,353.377,-0.809404,9.524449778126541e-14,2.3829400028186308e-14,SDSS J233330.57-004832.2,353.377376707,-0.8089555854,QSO,QSO,Opt|*|QSO,0.0931,0.5371,20.13,19.89,,19.259,19.357,19.191,20.805,20.313,20.071,20.177,20.027,10741.138560687432,35032.8678839957,3.314369044038668e+22,1.3147751534665295e+33,2.352071172465998e+33
673002334,353.195,-0.842411,3.2505299314830247e-14,8.594409634920391e-15,HD 221501,353.1948952764,-0.8427218283,*,Star,NIR|*,4.6163,0.0359,9.66,9.09,,8.058,7.826,7.808,,,,,,216.6237029655785,706.5312046444121,6.68430903537465e+20,1.825059695561389e+29,3.214063746797476e+34
673002335,352.897,-1.04369,1.7680400600603857e-13,6.697110043179384e-14,SDSS J233135.38-010237.5,352.8974351025,-1.0437588911,QSO,QSO,Opt|*|QSO,0.3574,0.5287,19.08,18.97,,18.387,17.974,17.575,19.157,18.998,19.034,18.835,18.646,2797.9854504756577,9125.797425853383,8.633680973698937e+21,1.6561282245546003e+32,4.455686769708242e+32
673002335,352.888,-0.935971,6.869240012962256e-14,2.00848994554026e-14,[VV2006] J233133.0-005608,352.8878324189,-0.9358650432,QSO,QSO,Opt|*|QSO,0.3078,0.3742,19.48,19.3,,18.969,,,19.701,19.359,19.397,19.213,19.427,3248.862897985705,10596.361273554256,1.0024943404808317e+22,8.675258291458862e+31,3.859044163130735e+32
673002335,353.006,-0.94866,2.5791199484794843e-14,1.2038100009013895e-14,SDSS J233201.42-005655.2,353.0059591425,-0.948677265,QSO,QSO,Opt|*|QSO,0.0891,0.4666,20.31,19.9,,19.625,19.57,19.118,20.577,20.182,19.796,19.795,19.716,11223.34455667789,36605.61167227833,3.4631622671156004e+22,3.887112289373248e+32,3.1094750529302e+33
673002336,352.665,-0.96843,1.4687200633749405e-14,1.5414700291487178e-14,SDSS J233039.44-005805.2,352.6643636991,-0.9681292611,QSO,QSO,Opt|*|QSO,1.5343,0.6959,20.7,20.59,,20.385,,19.934,20.706,20.574,20.622,20.282,20.346,651.7630189663039,2125.764192139738,2.0111305350974383e+21,7.464993115429356e+29,5.479142212281285e+30
673002337,352.758,-0.595598,2.0605199946462094e-13,9.191290035927974e-15,HD 221307,352.7575718273,-0.5960100478,*,Star,NIR|*|IR,1.2891,0.0253,9.88,8.39,,5.737,4.991,4.739,,,,,,775.7350089209526,2530.106275696222,2.3936681250484833e+21,1.4835922991489911e+31,1.6265774623508447e+36
673002337,352.734,-0.502291,4.851799978488128e-14,7.283420320038179e-15,TYC 5251-790-1,352.734360641,-0.502304532,*,Star,NIR|*,4.7533,0.0219,11.122,10.597,,9.666,9.466,9.378,,10.875,10.482,10.414,,210.38015694359703,686.1675046809584,6.491653335577387e+20,2.5693507298861747e+29,6.107141514490644e+33
673002337,352.544,-0.594225,4.4991598337554296e-14,5.940679805721549e-14,UCAC4 448-140345,352.5445723143,-0.5952399083,*,Star,NIR|*,7.4429,0.0195,15.862,14.367,14.235,11.603,10.956,10.756,,15.166,13.829,13.115,,134.3562321138266,438.21091241317225,4.145800131669107e+20,9.717577387153412e+28,1.7589911074712545e+32
673002338,352.912,-0.408158,1.9699199953551738e-13,4.8341498447464215e-14,SDSS J233138.97-002429.2,352.9124132792,-0.4081016814,QSO,QSO,Opt|*|QSO,0.79,0.4987,19.99,19.77,,19.147,,,19.997,19.55,19.5,19.581,19.354,1265.8227848101264,4128.556962025315,3.905920987341772e+21,3.776638011201088e+31,4.7278801207860375e+31
673002338,352.914,-0.254784,2.005750031125117e-13,4.0085800347491873e-14,[VV2006] J233139.3-001516,352.9138832776,-0.254655886,QSO,QSO,Opt|G|NIR|*|QSO,0.1078,0.1587,18.45,18.23,,16.7,16.57,15.72,18.603,18.237,18.197,18.329,18.193,9276.437847866418,30255.658627087192,2.8624096289424857e+22,2.065143524865434e+33,1.3536674074485284e+34
673002338,352.548,-0.2999,5.938209857647357e-14,3.3595800024311534e-14,[VV2006] J233011.4-001800,352.5476179726,-0.3000514453,QSO,QSO,Opt|G|*|QSO,0.0703,0.2675,19.25,18.92,18.38,18.167,18.527,18.152,19.318,19.02,18.805,18.76,18.538,14224.75106685633,46394.879089615926,4.3892995448079655e+22,1.4376588614613748e+33,1.1817319449495427e+34
673002339,353.109,-0.385769,4.142010085611547e-14,2.094120063716575e-14,SDSS J233226.22-002307.5,353.1092564771,-0.3854739258,QSO,QSO,Opt|*|QSO,0.4308,1.2375,19.83,19.66,,20.216,19.916,19.762,19.968,19.941,19.79,19.899,19.895,2321.262766945218,7570.937790157845,7.162668477251625e+21,2.670365551477568e+31,1.2744746440113797e+32
673002339,352.978,-0.37143,3.7115401491137976e-14,1.3098699608424162e-14,[VV2006] J233154.7-002217,352.9777732985,-0.3715715176,QSO,QSO,Opt|*|QSO,0.0156,0.2277,20.12,19.8,,18.749,18.728,18.61,19.688,19.369,19.163,18.799,18.682,64102.56410256411,209074.35897435897,1.977998448717949e+23,1.824802722356375e+34,1.8648342819754627e+35
673002340,352.637,0.00732414,3.2780700896795094e-13,6.15238993106372e-14,2MASS J23303295+0000263,352.6373118797,0.0073216417,Sy1,Seyfert1,AGN|X|Opt|G|NIR|*|QSO|Sy1,0.1088,0.264,18.44,17.91,17.76,15.779,14.997,14.15,19.381,18.388,17.779,17.265,17.118,9191.176470588236,29977.57352941177,2.8361007169117648e+22,3.3133811597770554e+33,2.2205949672158707e+34
673002340,352.817,-0.117244,7.572900097806148e-14,1.984719998754641e-14,SDSS J233116.13-000702.0,352.8172578901,-0.1172460085,QSO,QSO,Opt|*|QSO,0.2049,0.6139,20.24,20.11,,20.141,20.04,19.575,20.108,20.063,20.048,19.769,19.817,4880.429477794046,15917.813567593948,1.5059431820400196e+22,2.1581879574087805e+32,4.865491081393752e+32
673002341,352.365,-0.188188,3.5970799093249656e-14,2.7151600466655126e-14,[VV2006] J232927.4-001116,352.3643894765,-0.1877449543,QSO,QSO,X|Opt|*|QSO,0.1151,0.5582,20.19,19.96,,19.715,18.09,17.62,20.094,19.957,19.965,19.647,19.596,8688.097306689835,28336.750651607297,2.680866707211121e+22,3.2487058658033284e+32,2.097839375613057e+33
673002342,352.188,-0.221103,2.904719921623805e-14,2.8099499791334366e-14,2SLAQ J232845.10-001316.6,352.1880060004,-0.2213034844,QSO,QSO,Opt|blu|*|QSO,0.4444,0.7642,20.79,20.49,,19.318,18.913,18.711,20.81,20.503,20.384,20.147,19.91,2250.2250225022503,7339.243924392439,6.94346890189019e+21,1.7598154118899226e+31,9.379775562616529e+31
673002342,352.426,-0.0715421,1.0026799946967829e-13,4.442009843177824e-14,SDSS J232942.19-000418.6,352.4258112695,-0.0718555749,QSO,QSO,Opt|*|QSO,0.1322,0.4608,20.57,20.42,,19.558,19.634,19.772,20.645,20.527,20.478,20.219,19.951,7564.2965204236,24671.406959152795,2.334098018154312e+22,6.864523463329922e+32,8.687878043764554e+32
673002343,351.991,-0.349715,1.4901800496694428e-13,9.081650091235377e-14,SDSS J232757.95-002058.8,351.9914818959,-0.3496938804,QSO,QSO,Opt|*|QSO,0.7752,0.3112,19.71,19.42,,19.685,19.139,18.902,19.655,19.427,19.228,19.287,19.324,1289.9896800825593,4207.378740970072,3.980492234262126e+21,2.967031593473529e+31,6.746959630072252e+31
673002343,352.234,-0.503455,2.9874401428131234e-14,2.709979931973284e-14,SDSS J232856.34-003011.7,352.2348017994,-0.5032704241,QSO,QSO,Opt|*|QSO,0.1424,0.534,19.81,19.59,,19.935,19.761,19.33,20.47,19.769,19.735,19.692,19.43,7022.471910112359,22904.213483146064,2.166908412921348e+22,1.762747826443236e+32,1.1965381412919296e+33
673002343,352.014,-0.282976,4.6901098591867543e-14,4.2750799780647344e-14,SDSS J232803.53-001656.3,352.0147506327,-0.282334849,Sy1,Seyfert1,Opt|*|QSO|Sy1,0.2337,0.6177,20.07,19.88,,19.562,19.314,18.817,20.491,20.053,20.009,19.838,19.741,4278.990158322636,13956.183140778774,1.3203583996576806e+22,1.0274874945630292e+32,3.971278427379575e+32
673002344,352.203,-0.499514,1.9357999496991483e-14,1.4656700671384672e-14,TYC 5244-1139-1,352.2035757466,-0.4995722763,*,Star,NIR|*,5.32,0.02,12.41,11.72,,9.851,9.425,9.354,,,,,,187.9699248120301,613.0751879699247,5.800145827067669e+20,8.183671040489657e+28,2.8498966789496664e+33
673002344,352.089,-0.679053,2.1672300184929365e-13,8.66081024172155e-14,SDSS J232821.40-004045.2,352.0892106695,-0.6792296366,QSO,QSO,Opt|*|QSO,0.814,0.8493,21.4,20.88,,19.692,19.494,19.189,21.759,21.168,20.657,20.065,19.579,1228.5012285012283,4006.830466830467,3.790758697788698e+21,3.9135163429562137e+31,1.81734296238302e+31
673002344,352.347,-0.704326,5.2615999393806206e-14,4.482480060958097e-14,SDSS J232923.21-004216.2,352.346745141,-0.7045127339,QSO,QSO,Opt|*|QSO,0.153,0.6006,21.35,20.84,,19.437,19.303,18.454,22.407,21.219,20.638,20.098,19.476,6535.9477124183,21317.38562091503,2.016782732026144e+22,2.689341268545593e+32,5.2069288969602575e+32
673002344,352.086,-0.596758,4.8098799791153335e-14,4.734419846723521e-14,SDSS J232820.69-003547.5,352.0862347367,-0.5965495613,QSO,QSO,Opt|*|QSO,0.5365,2.6659,21.29,20.89,,20.313,19.995,19.525,20.709,20.602,20.395,20.335,20.499,1863.932898415657,6079.32898415657,5.751495955265611e+21,1.9994278680030176e+31,5.415037863600061e+31
673002344,352.355,-0.690404,3.3289699257832775e-14,3.4781198917071404e-14,[VV2006] J232925.5-004126,352.3561477566,-0.6906182303,QSO,QSO,Opt|*|QSO,1.2025,0.69,20.23,19.91,,19.849,19.273,19.329,19.658,19.639,19.434,19.382,19.379,831.6008316008317,2712.3160083160087,2.5660520415800417e+21,2.754549972551614e+30,2.4010481067277984e+31
673002344,352.192,-0.835963,3.8166501616044776e-14,8.191659698654485e-14,HD 221043A,352.1924360095,-0.8355961486,PM*,HighPM*,PM*|*|**,11.8853,0.0257,8.37,7.93,,,,,,,,,,84.13754806357433,274.41966126223144,2.596213456959437e+20,3.2327566311040907e+28,3.18800622072043e+33
673002344,352.192,-0.835963,3.8166501616044776e-14,8.191659698654485e-14,HD 221043B,352.19274985,-0.8354362319,PM*,HighPM*,PM*|*|**,11.9075,0.0327,11.07,10.53,,,,,,,,,,83.98068444257821,273.9080411505354,2.591373151375184e+20,3.220713751093524e+28,2.734070779644496e+32
673002345,352.495,-0.704101,3.4473498952388235e-14,2.3430899825623366e-14,SDSS J232958.96-004216.8,352.4957167684,-0.70467182,QSO,QSO,Opt|*|QSO,0.5494,1.2732,21.31,20.91,,20.39,20.008,20.341,20.824,20.749,20.559,20.263,20.133,1820.1674554058973,5936.585365853658,5.616449908991627e+21,1.3665294923817133e+31,4.481346120611796e+31
673002346,352.344,-1.02451,5.4748899505760104e-14,3.7428200594163616e-14,SDSS J232922.76-010127.2,352.344865836,-1.0242111272,QSO,QSO,Opt|*|QSO,0.5726,0.2928,19.38,19.08,,19.377,18.981,18.939,19.599,19.387,19.079,18.957,19.244,1746.4198393293748,5696.053091163115,5.388888543485854e+21,1.997945607055621e+31,1.4497773008549931e+32
673002347,351.795,-0.699982,1.5854499787679169e-13,7.538610171222218e-14,PMN J2327-0042,351.7945822612,-0.6993664111,rG,RadioG,AGN|Opt|cm|G|rG|*|MIR|Rad,1.2275,0.6896,16.5,16.0,,14.053,13.422,12.986,18.832,17.101,16.106,15.627,15.277,814.6639511201629,2657.0753564154784,2.5137902892057027e+21,1.2589848294527825e+31,8.790841114133475e+32
673002347,351.954,-0.732695,2.5189099666766283e-14,8.903740138027031e-15,UCAC4 447-136929,351.9543990965,-0.7327634119,*,Star,NIR|*,1.0466,0.0242,15.129,14.35,14.575,13.007,12.69,12.561,,14.779,14.14,13.982,,955.4748710108923,3116.338620294286,2.9482873877317026e+21,2.75145324960066e+30,3.3160707047465554e+33
673002347,351.914,-0.729486,5.2512400488093446e-14,3.3799599539552714e-14,ATO J351.9136-00.7296,351.9136786141,-0.729613452,V*,Variable*,V*|Opt|NIR|*|MIR,1.8288,0.0234,12.926,12.246,12.282,11.272,11.002,10.917,,12.581,12.105,11.99,,546.8066491688539,1783.4426946631672,1.6872690179352583e+21,1.8786263065195103e+30,6.642672494118392e+33
673002348,351.708,-0.947787,3.617999929056252e-14,1.638939973861754e-14,USNO-A2.0 0825-19943252,351.7072681238,-0.9481094126,Sy1,Seyfert1,UV|Opt|*|QSO|Sy1,0.2927,0.3573,19.1,19.57,19.2,19.168,18.772,18.27,20.163,19.671,19.543,19.433,19.206,3416.4673727365903,11143.013324222751,1.05421167748548e+22,5.052822743858457e+31,2.916162742832348e+31
